DATA,BARRAGEM DO CABRIL (14I/02C),,BARRAGEM DO CABRIL (14I/02C),,BARRAGEM DO CABRIL (14I/02C),,BARRAGEM DO CABRIL (14I/02C),,BARRAGEM DO CAIA (19O/02C),,BARRAGEM DO CAIA (19O/02C),,BARRAGEM DO CAIA (19O/02C),,BARRAGEM DO CAIA (19O/02C),,BARRAGEM DO COVÃO DE FERRO (12L/01U),,BARRAGEM DO COVÃO DE FERRO (12L/01U),,BARRAGEM DO COVÃO DE FERRO (12L/01U),,BARRAGEM DO COVÃO DE FERRO (12L/01U),,BARRAGEM DO DIVOR (21J/03C),,BARRAGEM DO DIVOR (21J/03C),,BARRAGEM DO DIVOR (21J/03C),,BARRAGEM DO DIVOR (21J/03C),,BARRAGEM DO MARANHÃO (19J/04C),,BARRAGEM DO MARANHÃO (19J/04C),,BARRAGEM DO MARANHÃO (19J/04C),,BARRAGEM DO MARANHÃO (19J/04C),,BARRAGEM DO PICOTE (05S/02G),,BARRAGEM DO PICOTE (05S/02G),,BARRAGEM DO PICOTE (05S/02G),,BARRAGEM DO PICOTE (05S/02G),,BARRAGEM DO ROXO (26I/02C),,BARRAGEM DO ROXO (26I/02C),,BARRAGEM DO ROXO (26I/02C),,BARRAGEM DO ROXO (26I/02C),,
,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,Humidade relativa média diária (%),FLAG,Precipitação diária (mm),FLAG,Temperatura do ar média diária (°C),FLAG,Velocidade do vento média diária (m/s),FLAG,
02/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,93.5,(vco),0,(vco),13.65,(vau),,,
03/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,93,(vco),0,(vco),11.35,(vau),,,
04/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,93,(vco),0,(vco),11,(vau),,,
05/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),10.4,(vau),,,
06/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,83,(vco),0,(vco),14.9,(vau),,,
07/11/1990 09:00,,,,,,,,,,,34.6,(vco),,,,,,,,,,,,,,,33.4,(vco),,,,,,,20.7,(vco),,,,,,,,,,,,,100,(vco),8.3,(vco),18.1,(vau),,,
08/11/1990 09:00,,,,,,,,,,,21.6,(vco),,,,,,,,,,,,,,,15.9,(vco),,,,,,,21.7,(vco),,,,,,,,,,,,,100,(vco),13.2,(vco),17.85,(vau),,,
09/11/1990 09:00,,,,,,,,,,,12.6,(vco),,,,,,,,,,,,,,,8.9,(vco),,,,,,,7.5,(vco),,,,,,,,,,,,,100,(vco),10.3,(vco),14.95,(vau),,,
10/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.7,(vco),,,,,,,,,,,,,100,(vco),0,(vco),14.8,(vau),,,
11/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.3,(vco),,,,,,,0.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.9,(vau),,,
12/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,88.5,(vco),0,(vco),14.8,(vau),,,
13/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),15.8,(vau),,,
14/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),15.3,(vau),,,
15/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,88.5,(vco),0,(vco),16.5,(vau),,,
16/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),15.35,(vau),,,
17/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,94,(vco),0,(vco),16.9,(vau),,,
18/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,,,,,,,100,(vco),0,(vco),14.5,(vau),,,
19/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),12.55,(vau),,,
20/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.4,(vco),,,,,,,,,,,,,100,(vco),0,(vco),11.6,(vau),,,
21/11/1990 09:00,,,,,,,,,,,2.6,(vco),,,,,,,,,,,,,,,5.9,(vco),,,,,,,5.9,(vco),,,,,,,,,,,,,100,(vco),3.5,(vco),12.65,(vau),,,
22/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,1,(vco),,,,,,,0.7,(vco),,,,,,,,,,,,,100,(vco),0.8,(vco),9.05,(vau),,,
23/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,,,,,,,93,(vco),0,(vco),10.2,(vau),,,
24/11/1990 09:00,,,,,,,,,,,9.2,(vco),,,,,,,,,,,,,,,5.5,(vco),,,,,,,14.2,(vco),,,,,,,,,,,,,100,(vco),10,(vco),13.1,(vau),,,
25/11/1990 09:00,,,,,,,,,,,9,(vco),,,,,,,,,,,,,,,9,(vco),,,,,,,14.3,(vco),,,,,,,,,,,,,93.5,(vco),14.3,(vco),12.3,(vau),,,
26/11/1990 09:00,,,,,,,,,,,1,(vco),,,,,,,,,,,,,,,9.5,(vco),,,,,,,3.2,(vco),,,,,,,,,,,,,93,(vco),0.7,(vco),9.8,(vau),,,
27/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,,,,,,,100,(vco),2.9,(vco),9.4,(vau),,,
28/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0.9,(vco),8.8,(vau),,,
29/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.15,(vau),,,
30/11/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.6,(vau),,,
01/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,78.5,(vco),0,(vco),9.4,(vau),,,
02/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,78,(vco),0,(vco),10.25,(vau),,,
03/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.4,(vco),,,,,,,0,(vco),,,,,,,,,,,,,94,(vco),0,(vco),11.1,(vau),,,
04/12/1990 09:00,,,,,,,,,,,13,(vco),,,,,,,,,,,,,,,8,(vco),,,,,,,7.8,(vco),,,,,,,,,,,,,100,(vco),10,(vco),12.2,(vau),,,
05/12/1990 09:00,,,,,,,,,,,10,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.9,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.6,(vau),,,
06/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,1,(vco),,,,,,,,,,,,,100,(vco),10.2,(vco),13.8,(vau),,,
07/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,1.3,(vco),,,,,,,,,,,,,100,(vco),2.5,(vco),13.2,(vau),,,
08/12/1990 09:00,,,,,,,,,,,7.8,(vco),,,,,,,,,,,,,,,7.3,(vco),,,,,,,5.4,(vco),,,,,,,,,,,,,100,(vco),5.3,(vco),12.1,(vau),,,
09/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,1.2,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,92,(vco),0,(vco),11.9,(vau),,,
10/12/1990 09:00,,,,,,,,,,,0.4,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,100,(vco),1.9,(vco),7.6,(vau),,,
11/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,85,(vco),0,(vco),8.8,(vau),,,
12/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.7,(vau),,,
13/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.9,(vau),,,
14/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),9,(vau),,,
15/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,79.5,(vco),0,(vco),9.4,(vau),,,
16/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,93,(vco),0,(vco),9.85,(vau),,,
17/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,,,,,,,86,(vco),0,(vco),10.55,(vau),,,
18/12/1990 09:00,,,,,,,,,,,3,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,1.7,(vco),,,,,,,,,,,,,100,(vco),0.9,(vco),10.7,(vau),,,
19/12/1990 09:00,,,,,,,,,,,2.6,(vco),,,,,,,,,,,,,,,11,(vco),,,,,,,7.8,(vco),,,,,,,,,,,,,100,(vco),1.2,(vco),10.25,(vau),,,
20/12/1990 09:00,,,,,,,,,,,1,(vco),,,,,,,,,,,,,,,4.5,(vco),,,,,,,0,(vco),,,,,,,,,,,,,85,(vco),1,(vco),9.8,(vau),,,
21/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,85,(vco),0,(vco),9.7,(vau),,,
22/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.4,(vau),,,
23/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),6.6,(vau),,,
24/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0.4,(vco),9.1,(vau),,,
25/12/1990 09:00,,,,,,,,,,,1.6,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),9.95,(vau),,,
26/12/1990 09:00,,,,,,,,,,,0.8,(vco),,,,,,,,,,,,,,,3,(vco),,,,,,,3.9,(vco),,,,,,,,,,,,,100,(vco),3.1,(vco),11.15,(vau),,,
27/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.6,(vau),,,
28/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,0.4,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.6,(vau),,,
29/12/1990 09:00,,,,,,,,,,,0.5,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,2,(vco),,,,,,,,,,,,,100,(vco),0.4,(vco),13,(vau),,,
30/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,0.4,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.4,(vau),,,
31/12/1990 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),14.5,(vau),,,
01/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,5.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.75,(vau),,,
02/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.4,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.7,(vau),,,
03/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.8,(vau),,,
04/01/1991 09:00,,,,,,,,,,,0.6,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,0.5,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.5,(vau),,,
05/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.6,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.2,(vau),,,
06/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8,(vau),,,
07/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,2,(vco),,,,,,,4.9,(vco),,,,,,,,,,,,,94,(vco),0,(vco),10.7,(vau),,,
08/01/1991 09:00,,,,,,,,,,,7.8,(vco),,,,,,,,,,,,,,,12.5,(vco),,,,,,,13.1,(vco),,,,,,,,,,,,,100,(vco),2.9,(vco),13.9,(vau),,,
09/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,2.8,(vco),,,,,,,,,,,,,100,(vco),0,(vco),14.2,(vau),,,
10/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.4,(vco),,,,,,,,,,,,,100,(vco),0,(vco),14.2,(vau),,,
11/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.8,(vco),,,,,,,12.1,(vco),,,,,,,,,,,,,100,(vco),0.4,(vco),13.5,(vau),,,
12/01/1991 09:00,,,,,,,,,,,13,(vco),,,,,,,,,,,,,,,21,(vco),,,,,,,22.8,(vco),,,,,,,,,,,,,100,(vco),11.2,(vco),9.5,(vau),,,
13/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),6.95,(vau),,,
14/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,91,(vco),0,(vco),5,(vau),,,
15/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,91.5,(vco),0,(vco),5.75,(vau),,,
16/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.5,(vau),,,
17/01/1991 09:00,,,,,,,,,,,0.2,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.6,(vco),,,,,,,,,,,,,100,(vco),0,(vco),9.8,(vau),,,
18/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),10.8,(vau),,,
19/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),11.7,(vau),,,
20/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,93,(vco),0,(vco),11.6,(vau),,,
21/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,71.5,(vco),0,(vco),10.25,(vau),,,
22/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.95,(vau),,,
23/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,92,(vco),0,(vco),7.4,(vau),,,
24/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,77.5,(vco),0,(vco),9.6,(vau),,,
25/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,92.5,(vco),0,(vco),7.6,(vau),,,
26/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.45,(vau),,,
27/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.9,(vau),,,
28/01/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.8,(vau),,,
29/01/1991 09:00,,,,,,,,,,,0.7,(vco),,,,,,,,,,,,,,,1.2,(vco),,,,,,,4.8,(vco),,,,,,,,,,,,,100,(vco),1.1,(vco),8.15,(vau),,,
30/01/1991 09:00,,,,,,,,,,,0.2,(vco),,,,,,,,,,,,,,,0.8,(vco),,,,,,,2.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.1,(vau),,,
31/01/1991 09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,(vco),,,,,,,0.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7.35,(vau),,,
01/02/1991 09:00,,,,,,,,,,,13,(vco),,,,,,,,,,,,,,,21.2,(vco),,,,,,,20.2,(vco),,,,,,,,,,,,,100,(vco),21.7,(vco),8.8,(vau),,,
02/02/1991 09:00,,,,,,,,,,,1,(vco),,,,,,,,,,,,,,,0.6,(vco),,,,,,,3.5,(vco),,,,,,,,,,,,,100,(vco),0.2,(vco),7.1,(vau),,,
03/02/1991 09:00,,,,,,,,,,,2.8,(vco),,,,,,,,,,,,,,,2.4,(vco),,,,,,,1.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),6.75,(vau),,,
04/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.15,(vau),,,
05/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),8.4,(vau),,,
06/02/1991 09:00,,,,,,,,,,,0.9,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,2.8,(vco),,,,,,,,,,,,,100,(vco),0,(vco),10,(vau),,,
07/02/1991 09:00,,,,,,,,,,,2.6,(vco),,,,,,,,,,,,,,,2.2,(vco),,,,,,,10.2,(vco),,,,,,,,,,,,,93,(vco),9.3,(vco),10,(vau),,,
08/02/1991 09:00,,,,,,,,,,,1.6,(vco),,,,,,,,,,,,,,,0.4,(vco),,,,,,,2.6,(vco),,,,,,,,,,,,,100,(vco),2,(vco),9.95,(vau),,,
09/02/1991 09:00,,,,,,,,,,,0.1,(vco),,,,,,,,,,,,,,,0.3,(vco),,,,,,,1.8,(vco),,,,,,,,,,,,,100,(vco),0.3,(vco),11.4,(vau),,,
10/02/1991 09:00,,,,,,,,,,,1,(vco),,,,,,,,,,,,,,,2.2,(vco),,,,,,,5.5,(vco),,,,,,,,,,,,,100,(vco),2.4,(vco),11.1,(vau),,,
11/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0.4,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7,(vau),,,
12/02/1991 09:00,,,,,,,,,,,11.1,(vco),,,,,,,,,,,,,,,6.7,(vco),,,,,,,18.3,(vco),,,,,,,,,,,,,100,(vco),12.7,(vco),6.35,(vau),,,
13/02/1991 09:00,,,,,,,,,,,19.9,(vco),,,,,,,,,,,,,,,11.3,(vco),,,,,,,4.9,(vco),,,,,,,,,,,,,84,(vco),11.4,(vco),8.9,(vau),,,
14/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),7,(vau),,,
15/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,84.5,(vco),0,(vco),6.75,(vau),,,
16/02/1991 09:00,,,,,,,,,,,4.5,(vco),,,,,,,,,,,,,,,3.8,(vco),,,,,,,6.3,(vco),,,,,,,,,,,,,100,(vco),5.2,(vco),8.4,(vau),,,
17/02/1991 09:00,,,,,,,,,,,1.2,(vco),,,,,,,,,,,,,,,2,(vco),,,,,,,2.4,(vco),,,,,,,,,,,,,100,(vco),0.7,(vco),6.1,(vau),,,
18/02/1991 09:00,,,,,,,,,,,0.5,(vco),,,,,,,,,,,,,,,0.2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),18.7,(vco),7.7,(vau),,,
19/02/1991 09:00,,,,,,,,,,,5.5,(vco),,,,,,,,,,,,,,,4.3,(vco),,,,,,,2.8,(vco),,,,,,,,,,,,,93,(vco),2.5,(vco),9.75,(vau),,,
20/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),10.7,(vau),,,
21/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,93.5,(vco),0,(vco),10.3,(vau),,,
22/02/1991 09:00,,,,,,,,,,,0.7,(vco),,,,,,,,,,,,,,,1.2,(vco),,,,,,,3.3,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13,(vau),,,
23/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),12.75,(vau),,,
24/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.1,(vco),,,,,,,,,,,,,87,(vco),0,(vco),12.55,(vau),,,
25/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,1.2,(vco),,,,,,,0,(vco),,,,,,,,,,,,,94,(vco),0,(vco),12.1,(vau),,,
26/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,0,(vco),,,,,,,0.2,(vco),,,,,,,,,,,,,100,(vco),0,(vco),12.1,(vau),,,
27/02/1991 09:00,,,,,,,,,,,0,(vco),,,,,,,,,,,,,,,1.8,(vco),,,,,,,4.4,(vco),,,,,,,,,,,,,100,(vco),0,(vco),11.3,(vau),,,
28/02/1991 09:00,,,,,,,,,,,5.7,(vco),,,,,,,,,,,,,,,1.7,(vco),,,,,,,6.7,(vco),,,,,,,,,,,,,100,(vco),0.4,(vco),11.55,(vau),,,
01/03/1991 09:00,,,,,,,,,,,10.9,(vco),8.5,(vau),,,,,,,,,,,,,19.8,(vco),7.95,(vau),,,,,23.6,(vco),,,,,,,,,,,,,87.5,(vco),21.8,(vco),12.9,(vau),,,
02/03/1991 09:00,,,,,,,,,,,0,(vco),10,(vau),,,,,,,,,,,,,1.4,(vco),10.05,(vau),,,,,0,(vco),,,,,,,,,,,,,93,(vco),0,(vco),11.1,(vau),,,
03/03/1991 09:00,,,,,,,,,,,0,(vco),9,(vau),,,,,,,,,,,,,0,(vco),8.05,(vau),,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.35,(vau),,,
04/03/1991 09:00,,,,,,,,,,,0,(vco),10.75,(vau),,,,,,,,,,,,,0,(vco),10.3,(vau),,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),13.5,(vau),,,
05/03/1991 09:00,,,,,,,,,,,4.8,(vco),9.25,(vau),,,,,,,,,,,,,7.4,(vco),12,(vau),,,,,13,(vco),,,,,,,,,,,,,94,(vco),6.4,(vco),11.25,(vau),,,
06/03/1991 09:00,,,,,,,,,,,30.1,(vco),8.25,(vau),,,,,,,,,,,,,36.3,(vco),9.9,(vau),,,,,35,(vco),,,,,,,,,,,,,87,(vco),26.5,(vco),10.4,(vau),,,
07/03/1991 09:00,,,,,,,,,,,15.1,(vco),7.25,(vau),,,,,,,,,,,,,9.9,(vco),10,(vau),,,,,10.4,(vco),,,,,,,,,,,,,93,(vco),15.4,(vco),10.15,(vau),,,
08/03/1991 09:00,,,,,,,,,,,6.1,(vco),8.5,(vau),,,,,,,,,,,,,4,(vco),9.95,(vau),,,,,3,(vco),,,,,,,,,,,,,93.5,(vco),7.3,(vco),11.45,(vau),,,
09/03/1991 09:00,,,,,,,,,,,4.2,(vco),8.25,(vau),,,,,,,,,,,,,5.7,(vco),10.55,(vau),,,,,7,(vco),,,,,,,,,,,,,100,(vco),7.4,(vco),13.9,(vau),,,
10/03/1991 09:00,,,,,,,,,,,3.2,(vco),9.5,(vau),,,,,,,,,,,,,3.4,(vco),12.25,(vau),,,,,10,(vco),,,,,,,,,,,,,100,(vco),7.5,(vco),16.6,(vau),,,
11/03/1991 09:00,,,,,,,,,,,0,(vco),10,(vau),,,,,,,,,,,,,0,(vco),12.65,(vau),,,,,0,(vco),,,,,,,,,,,,,100,(vco),0,(vco),14.6,(vau),,,
